RUTA,PASSENGERS_mean,PASSENGERS_std,PASSENGERS_count,Accessories_mean,Accessories_std,Accessories_min,Accessories_max,Alcohol_mean,Alcohol_std,Alcohol_min,Alcohol_max,Cold Drink_mean,Cold Drink_std,Cold Drink_min,Cold Drink_max,Confectionery_mean,Confectionery_std,Confectionery_min,Confectionery_max,Fresh Food_mean,Fresh Food_std,Fresh Food_min,Fresh Food_max,Gents Fragrance_mean,Gents Fragrance_std,Gents Fragrance_min,Gents Fragrance_max,Hot Drink_mean,Hot Drink_std,Hot Drink_min,Hot Drink_max,Hot Food_mean,Hot Food_std,Hot Food_min,Hot Food_max,Ladies Fragrance_mean,Ladies Fragrance_std,Ladies Fragrance_min,Ladies Fragrance_max,Logo_mean,Logo_std,Logo_min,Logo_max,Savoury Snacks_mean,Savoury Snacks_std,Savoury Snacks_min,Savoury Snacks_max,Skincare & Make-up_mean,Skincare & Make-up_std,Skincare & Make-up_min,Skincare & Make-up_max,Sweet Snacks_mean,Sweet Snacks_std,Sweet Snacks_min,Sweet Snacks_max,Tobacco_mean,Tobacco_std,Tobacco_min,Tobacco_max,Tobacco._mean,Tobacco._std,Tobacco._min,Tobacco._max
MAD-BCN,277.19140625,58.57937872777715,256,0.0,0.0,0.0,0.0,0.578125,1.178961823127516,0.0,7.0,2.01953125,2.0683443637031877,0.0,10.0,0.0,0.0,0.0,0.0,0.390625,0.8516132326585911,0.0,5.0,0.0,0.0,0.0,0.0,1.234375,1.316468091255583,0.0,6.0,0.31640625,0.7653554697642391,0.0,4.0,0.0,0.0,0.0,0.0,0.08203125,1.1328903582101362,0.0,18.0,1.3125,2.2691451271003222,0.0,15.0,0.0,0.0,0.0,0.0,0.87109375,1.3644593754505487,0.0,9.0,0.00390625,0.0625,0.0,1.0,0.0,0.0,0.0,0.0
MAD-BDA,304.0,,1,0.0,,0.0,0.0,17.0,,17.0,17.0,11.0,,11.0,11.0,0.0,,0.0,0.0,7.0,,7.0,7.0,1.0,,1.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,1.0,1.0,6.0,,6.0,6.0,7.0,,7.0,7.0,0.0,,0.0,0.0,7.0,,7.0,7.0,0.0,,0.0,0.0,0.0,,0.0,0.0
MAD-BIO,126.48596112311016,37.661331425407866,463,0.0,0.0,0.0,0.0,0.23326133909287258,0.6818738114618496,0.0,6.0,0.46652267818574517,0.8568934901660272,0.0,5.0,0.0,0.0,0.0,0.0,0.10367170626349892,0.42899196780377624,0.0,4.0,0.0,0.0,0.0,0.0,0.1900647948164147,0.5207268855158507,0.0,5.0,0.06695464362850972,0.34479558549065636,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30885529157667385,0.7934167622805972,0.0,7.0,0.0,0.0,0.0,0.0,0.11447084233261338,0.41334095795676207,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD-BOG,254.89166666666668,33.597667944613775,120,0.325,0.7000900302248046,0.0,5.0,7.65,4.8829148203565,1.0,29.0,11.341666666666667,3.8293335605830015,2.0,23.0,0.5166666666666667,0.6215098629981036,0.0,2.0,3.9,2.123893681366348,0.0,13.0,0.7416666666666667,1.205699583061153,0.0,7.0,4.358333333333333,2.668823532498739,0.0,14.0,1.9333333333333333,1.47661510112241,0.0,6.0,0.8333333333333334,1.2524485821702989,0.0,8.0,5.566666666666666,3.4219590765479095,1.0,19.0,9.425,4.226094408502942,1.0,21.0,0.48333333333333334,0.8094331799655434,0.0,3.0,5.391666666666667,3.4011758553299702,0.0,16.0,0.5,0.6736330697086078,0.0,3.0,0.041666666666666664,0.23889920286943758,0.0,2.0
MAD-BRU,162.08898305084745,19.43424607911357,236,0.0,0.0,0.0,0.0,1.4745762711864407,2.0575211874270316,0.0,13.0,4.364406779661017,3.538638406824257,0.0,17.0,0.0,0.0,0.0,0.0,1.3983050847457628,1.9641026558450143,0.0,10.0,0.0,0.0,0.0,0.0,3.0042372881355934,1.85540700669045,0.0,12.0,0.7796610169491526,1.405978682204777,0.0,9.0,0.0,0.0,0.0,0.0,0.00847457627118644,0.09186138603624779,0.0,1.0,2.809322033898305,3.6497854740369555,0.0,24.0,0.0,0.0,0.0,0.0,2.1016949152542375,1.9543288797838028,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD-CCS,254.8375,44.832584146642986,80,0.3875,0.7874610699640082,0.0,3.0,4.6,3.909093585248101,0.0,17.0,7.675,4.187912080612093,0.0,19.0,0.3875,0.5624032968915015,0.0,2.0,2.175,1.2404062217421796,0.0,5.0,0.9,1.2180083348637103,0.0,5.0,2.6,2.421423370507625,0.0,12.0,1.0,1.0791464043517527,0.0,6.0,1.225,1.4580635675746818,0.0,6.0,5.7625,4.447282629292872,0.0,26.0,8.3125,5.085580882396071,0.0,21.0,0.8125,1.1373269794688985,0.0,6.0,4.2625,4.05888227427893,0.0,26.0,0.6375,0.7671045346552235,0.0,3.0,0.075,0.30914336520967833,0.0,2.0
MAD-CDT,1.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
MAD-COR,281.46153846153845,33.39629047056828,52,0.21153846153846154,0.45746695847847585,0.0,2.0,0.4230769230769231,0.8710181971974927,0.0,3.0,2.5384615384615383,1.9947139798068303,0.0,9.0,0.0,0.0,0.0,0.0,0.6346153846153846,1.1720410578675562,0.0,6.0,0.5,0.7796429549831784,0.0,3.0,0.3076923076923077,0.7012163532443573,0.0,4.0,0.11538461538461539,0.37853412589164936,0.0,2.0,0.9038461538461539,1.1591006551669472,0.0,5.0,3.8461538461538463,2.0037671911325994,1.0,10.0,0.40384615384615385,1.071184343348939,0.0,6.0,0.46153846153846156,0.6405126152203484,0.0,2.0,2.7115384615384617,3.3742771976135635,0.0,12.0,0.6538461538461539,0.8137209471242821,0.0,3.0,0.057692307692307696,0.23543547789870936,0.0,1.0
MAD-CUN,299.27536231884056,34.436166033935805,69,0.36231884057971014,0.7469745741942987,0.0,4.0,14.08695652173913,8.130804045391354,0.0,47.0,16.043478260869566,5.824478726003515,0.0,31.0,0.6811594202898551,0.6750327578802555,0.0,2.0,6.231884057971015,2.6242361775898773,0.0,13.0,0.2028985507246377,0.47215744336121407,0.0,2.0,4.217391304347826,2.5545205905551693,0.0,10.0,3.391304347826087,2.635824412300792,0.0,15.0,0.4782608695652174,1.1194627867626026,0.0,6.0,10.420289855072463,5.134673931744522,0.0,27.0,13.028985507246377,4.348667863951366,0.0,23.0,0.5652173913043478,1.049905610177091,0.0,4.0,5.898550724637682,3.0589546827414176,0.0,13.0,0.391304347826087,0.8083642034516342,0.0,4.0,0.014492753623188406,0.1203858530857692,0.0,1.0
MAD-EZE,321.42857142857144,29.22866349965024,119,0.23529411764705882,0.5321189231317893,0.0,3.0,0.6638655462184874,1.2438139195694597,0.0,8.0,3.19327731092437,2.355222508918158,0.0,10.0,0.05042016806722689,0.21973556896362528,0.0,1.0,1.0420168067226891,1.3044575337442994,0.0,6.0,0.3697478991596639,0.7687271696319149,0.0,4.0,0.6302521008403361,1.072503377723632,0.0,6.0,0.15126050420168066,0.4441456369443392,0.0,2.0,0.5126050420168067,0.9285084286145501,0.0,6.0,4.815126050420168,2.4493734465341963,0.0,12.0,0.4789915966386555,1.0155464379955232,0.0,8.0,0.5378151260504201,1.0559750572168731,0.0,6.0,2.8403361344537816,3.820070088267553,0.0,21.0,0.453781512605042,0.7674291129375619,0.0,4.0,0.08403361344537816,0.33394995902342556,0.0,2.0
MAD-FAO,125.0,38.18376618407357,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD-FCO,168.0785123966942,32.31699245129961,242,0.0,0.0,0.0,0.0,0.756198347107438,1.2925186941019715,0.0,7.0,2.4669421487603307,2.59606751536958,0.0,12.0,0.0,0.0,0.0,0.0,0.4090909090909091,0.9256600202174905,0.0,6.0,0.0,0.0,0.0,0.0,1.78099173553719,1.77977638809842,0.0,8.0,0.6487603305785123,1.2207484067614744,0.0,7.0,0.0,0.0,0.0,0.0,0.2727272727272727,2.5669459710436566,0.0,39.0,1.7933884297520661,2.4828619391062112,0.0,15.0,0.0,0.0,0.0,0.0,1.1611570247933884,1.536168208114804,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD-FRA,166.6652719665272,10.564969418426054,239,0.0,0.0,0.0,0.0,1.209205020920502,1.6341159933243874,0.0,8.0,3.489539748953975,2.9631659265534447,0.0,23.0,0.0,0.0,0.0,0.0,1.0251046025104602,1.328184096130511,0.0,7.0,0.0,0.0,0.0,0.0,2.6108786610878663,1.9303107638095156,0.0,9.0,0.698744769874477,1.1418502297538489,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.493723849372385,2.037196732881346,0.0,14.0,0.0,0.0,0.0,0.0,1.2761506276150627,1.469256455435143,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD-FUE,180.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
MAD-GRU,316.7190082644628,20.045042255088,121,0.1487603305785124,0.45936835300938655,0.0,3.0,0.4049586776859504,0.8810837303825919,0.0,5.0,1.9504132231404958,1.9315418697223103,0.0,10.0,0.008264462809917356,0.0909090909090909,0.0,1.0,0.4462809917355372,0.8261397503160961,0.0,4.0,0.4628099173553719,0.8270562487325109,0.0,3.0,0.2809917355371901,0.858517525504166,0.0,7.0,0.06611570247933884,0.24951744060895636,0.0,1.0,0.5950413223140496,1.20815639437874,0.0,7.0,4.1735537190082646,2.1357187937179885,1.0,16.0,0.30578512396694213,0.6170220850533036,0.0,3.0,0.371900826446281,0.7318040653635677,0.0,4.0,0.9917355371900827,1.690640252333393,0.0,10.0,0.6859504132231405,0.796168510756775,0.0,3.0,0.06611570247933884,0.28093703891568067,0.0,2.0
MAD-GYE,262.3333333333333,8.50490054811539,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896258,0.0,1.0,0.3333333333333333,0.5773502691896258,0.0,1.0,0.0,0.0,0.0,0.0,1.6666666666666667,2.8867513459481287,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.4641016151377544,0.0,6.0,2.3333333333333335,3.2145502536643185,0.0,6.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.1547005383792517,0.0,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.1547005383792517,0.0,2.0,0.0,0.0,0.0,0.0
MAD-HAV,302.08910891089107,33.044848012935674,101,0.43564356435643564,0.7670181429947848,0.0,3.0,14.861386138613861,7.037087043614421,0.0,37.0,13.643564356435643,6.688174875727818,1.0,58.0,0.504950495049505,0.6873683492311473,0.0,2.0,3.722772277227723,2.1546174225657233,0.0,12.0,1.0198019801980198,1.326500644702459,0.0,7.0,4.237623762376238,2.6120816022914948,0.0,11.0,1.4356435643564356,1.4860406561339998,0.0,8.0,1.4158415841584158,1.7103644449805038,0.0,9.0,8.851485148514852,4.742122180235049,0.0,31.0,8.851485148514852,3.4333253228141993,0.0,17.0,0.7029702970297029,1.0054307977722337,0.0,4.0,3.910891089108911,2.4458087002093603,0.0,11.0,0.9801980198019802,0.9693317081350633,0.0,4.0,0.16831683168316833,0.49131063352410914,0.0,3.0
MAD-IBZ,144.15833333333333,26.249288372373496,120,0.0,0.0,0.0,0.0,0.9916666666666667,1.3315551868722055,0.0,7.0,1.5916666666666666,1.5146113755837234,0.0,7.0,0.0,0.0,0.0,0.0,0.125,0.42133242030890694,0.0,3.0,0.0,0.0,0.0,0.0,0.48333333333333334,0.8299370567743575,0.0,3.0,0.13333333333333333,0.4286647890841517,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2583333333333333,1.299617483046799,0.0,6.0,0.0,0.0,0.0,0.0,0.35833333333333334,0.7536558889039161,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD-JFK,303.3103448275862,44.4257835755929,29,0.2413793103448276,0.8304547985373997,0.0,4.0,4.172413793103448,2.633153534632155,0.0,9.0,7.517241379310345,3.785505152695442,0.0,15.0,0.3448275862068966,0.5526470114022356,0.0,2.0,1.8275862068965518,1.136063551958547,0.0,4.0,0.034482758620689655,0.18569533817705186,0.0,1.0,1.3448275862068966,1.3168105967766401,0.0,4.0,0.9655172413793104,1.0516231882424716,0.0,4.0,0.06896551724137931,0.3713906763541037,0.0,2.0,11.96551724137931,8.874050285687275,0.0,32.0,8.068965517241379,3.7122483991968944,0.0,15.0,0.6551724137931034,1.2327629267209235,0.0,5.0,3.0344827586206895,2.744901229301464,0.0,11.0,0.3103448275862069,0.603764871207686,0.0,2.0,0.0,0.0,0.0,0.0
MAD-KRK,115.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
MAD-LCG,135.7621052631579,37.57181921246351,475,0.0,0.0,0.0,0.0,0.4421052631578947,0.9906289767047037,0.0,10.0,1.1873684210526316,1.8026727756671395,0.0,14.0,0.0,0.0,0.0,0.0,0.1368421052631579,0.44081163911243687,0.0,3.0,0.0,0.0,0.0,0.0,0.5094736842105263,0.9217340203463384,0.0,5.0,0.09473684210526316,0.3695613836101243,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6421052631578947,1.184604025722119,0.0,12.0,0.0,0.0,0.0,0.0,0.25894736842105265,0.698324507286718,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD-LGW,157.5850622406639,20.81330766441534,241,0.0,0.0,0.0,0.0,2.045643153526971,2.671218452715917,0.0,12.0,4.390041493775934,3.6224623874197914,0.0,17.0,0.0,0.0,0.0,0.0,1.5228215767634854,1.6858782099742067,0.0,9.0,0.0,0.0,0.0,0.0,2.784232365145228,1.9798780296897416,0.0,9.0,0.7136929460580913,1.0940079472555801,0.0,6.0,0.0,0.0,0.0,0.0,0.008298755186721992,0.09090751916156686,0.0,1.0,3.3734439834024896,4.572740808992355,0.0,41.0,0.0,0.0,0.0,0.0,2.099585062240664,2.1170045253713092,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD-LIM,323.8181818181818,24.11431110357498,121,0.34710743801652894,0.715433945258085,0.0,3.0,0.8099173553719008,1.1351508679963858,0.0,5.0,3.743801652892562,2.364772454239642,0.0,10.0,0.08264462809917356,0.27648920592264636,0.0,1.0,0.6776859504132231,1.2125378071979018,0.0,8.0,0.7355371900826446,1.1745112106838478,0.0,5.0,0.3140495867768595,0.7749522334875407,0.0,5.0,0.12396694214876033,0.3779384415017059,0.0,2.0,0.9586776859504132,1.3686775503801474,0.0,6.0,4.933884297520661,3.0760785024391106,0.0,17.0,0.9008264462809917,1.670354047688124,0.0,10.0,0.47107438016528924,0.904381742456223,0.0,6.0,1.603305785123967,2.481529564747568,0.0,14.0,0.5867768595041323,0.6540823277386837,0.0,2.0,0.03305785123966942,0.22112908362615794,0.0,2.0
MAD-LIS,140.2293388429752,25.237568671324365,484,0.0,0.0,0.0,0.0,0.5991735537190083,1.5147580893316348,0.0,15.0,1.3057851239669422,1.7497375145666183,0.0,13.0,0.0,0.0,0.0,0.0,0.19834710743801653,0.5515997395228893,0.0,4.0,0.0,0.0,0.0,0.0,0.6425619834710744,1.0287414401108956,0.0,7.0,0.1652892561983471,0.5436950100779944,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.737603305785124,1.4797988363054884,0.0,11.0,0.0,0.0,0.0,0.0,0.3760330578512397,0.7607912186717333,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD-LPA,160.11845730027548,72.05545566809052,363,0.0,0.0,0.0,0.0,2.6198347107438016,3.4559330000422146,0.0,21.0,5.424242424242424,4.109235880450117,0.0,22.0,0.0,0.0,0.0,0.0,2.771349862258953,3.131563621304035,0.0,20.0,0.0,0.0,0.0,0.0,2.8677685950413223,2.4014572535814493,0.0,11.0,1.2286501377410468,1.6884577605917388,0.0,9.0,0.0,0.0,0.0,0.0,1.3608815426997245,7.0694511492920995,0.0,115.0,4.046831955922865,4.050170126959921,0.0,22.0,0.0,0.0,0.0,0.0,2.4297520661157024,2.4159682167915264,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD-MAD,102.024,27.280048245156472,125,0.0,0.0,0.0,0.0,0.2,0.915810939779251,0.0,7.0,0.264,1.3388969942793665,0.0,11.0,0.0,0.0,0.0,0.0,0.048,0.3073298112829697,0.0,3.0,0.0,0.0,0.0,0.0,0.12,0.5764183068884341,0.0,5.0,0.064,0.47082631548676074,0.0,5.0,0.0,0.0,0.0,0.0,0.064,0.6317410657805523,0.0,7.0,0.12,0.8481478872871626,0.0,9.0,0.0,0.0,0.0,0.0,0.152,0.8618809138607372,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD-MDE,261.126213592233,24.003136891260652,103,0.3592233009708738,0.8147460681280847,0.0,4.0,12.533980582524272,7.386813282478954,0.0,30.0,13.116504854368932,3.6949912331711294,6.0,23.0,0.47572815533980584,0.6237876114508087,0.0,2.0,4.213592233009709,1.9536315376849138,1.0,9.0,0.8932038834951457,1.3277773065055167,0.0,6.0,4.718446601941747,2.791504885197494,0.0,14.0,1.8640776699029127,1.4283443293968041,0.0,6.0,1.116504854368932,1.7167055252052754,0.0,8.0,5.631067961165049,3.003234502287185,0.0,20.0,11.21359223300971,4.0089372838473585,4.0,29.0,0.5728155339805825,0.8586576590484732,0.0,4.0,5.446601941747573,2.851652961793562,1.0,15.0,0.49514563106796117,0.7122704158185522,0.0,3.0,0.07766990291262135,0.26896024884326974,0.0,1.0
MAD-MIA,303.0495867768595,41.222334407387585,121,0.4132231404958678,0.7491041481619152,0.0,3.0,10.148760330578513,4.974369569812831,1.0,28.0,14.785123966942148,4.391671305949951,4.0,27.0,0.7933884297520661,0.7293530851823511,0.0,2.0,5.8264462809917354,2.4754719615675076,0.0,12.0,0.4132231404958678,0.6790854326175672,0.0,3.0,4.322314049586777,2.5436682043624117,0.0,11.0,2.9421487603305785,1.9248269214882545,0.0,8.0,0.5867768595041323,1.069808561438317,0.0,6.0,8.239669421487603,4.3108869802482435,0.0,27.0,14.826446280991735,4.889917664525674,1.0,32.0,0.4793388429752066,0.8669791765446178,0.0,4.0,7.8347107438016526,3.5668546074424743,1.0,20.0,0.7933884297520661,0.9479570610168376,0.0,4.0,0.09917355371900827,0.35130610293792575,0.0,2.0
MAD-MUC,160.92016806722688,28.578375702225298,238,0.0,0.0,0.0,0.0,1.584033613445378,2.3900455724792815,0.0,13.0,3.30672268907563,3.030512373785775,0.0,16.0,0.0,0.0,0.0,0.0,1.096638655462185,1.479504579705196,0.0,8.0,0.0,0.0,0.0,0.0,2.30672268907563,1.8031959949467211,0.0,10.0,0.634453781512605,1.1998549121002609,0.0,8.0,0.0,0.0,0.0,0.0,0.06722689075630252,0.6841310659456855,0.0,10.0,1.5630252100840336,2.1627403130771454,0.0,11.0,0.0,0.0,0.0,0.0,1.1932773109243697,1.3918224759755509,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD-MVD,254.64285714285714,55.30993980284003,70,0.18571428571428572,0.5189972813549509,0.0,3.0,0.7142857142857143,1.331261330009427,0.0,6.0,3.3714285714285714,2.4564108881345064,0.0,11.0,0.08571428571428572,0.28196295074009653,0.0,1.0,1.1857142857142857,1.6964827821783937,0.0,8.0,0.42857142857142855,0.9413439139810877,0.0,6.0,0.6571428571428571,0.9763242851280761,0.0,5.0,0.08571428571428572,0.3293760963343256,0.0,2.0,0.7142857142857143,1.3635297028365752,0.0,7.0,3.757142857142857,1.8991662112981702,0.0,10.0,0.7285714285714285,1.048413965306693,0.0,3.0,0.5428571428571428,0.9276073989260989,0.0,4.0,2.3714285714285714,2.638463697538743,0.0,10.0,0.5714285714285714,0.7336908595810038,0.0,3.0,0.11428571428571428,0.32045516283430914,0.0,1.0
MAD-MXP,164.1576763485477,34.826116176103795,241,0.0,0.0,0.0,0.0,0.6970954356846473,1.3179655515303679,0.0,7.0,2.128630705394191,2.246304787991437,0.0,12.0,0.0,0.0,0.0,0.0,0.44398340248962653,0.986352235794449,0.0,7.0,0.0,0.0,0.0,0.0,1.4232365145228216,1.3886892433734532,0.0,7.0,0.5062240663900415,1.255389487868896,0.0,11.0,0.0,0.0,0.0,0.0,0.04979253112033195,0.2843302776302882,0.0,3.0,1.7053941908713692,3.056470586826049,0.0,25.0,0.0,0.0,0.0,0.0,1.120331950207469,1.7529859923427593,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD-OPO,133.40376569037656,28.446244615942103,478,0.0,0.0,0.0,0.0,0.4665271966527197,1.1074026074098815,0.0,8.0,0.799163179916318,1.2410853311969723,0.0,8.0,0.0,0.0,0.0,0.0,0.14644351464435146,0.48401914903751575,0.0,4.0,0.0,0.0,0.0,0.0,0.3514644351464435,0.7452912631090355,0.0,5.0,0.09623430962343096,0.35928306715234215,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5397489539748954,1.0184305452107132,0.0,8.0,0.0,0.0,0.0,0.0,0.23221757322175732,0.5920929890641502,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD-ORY,168.72316384180792,28.14284033136,354,0.0,0.0,0.0,0.0,1.03954802259887,1.6015629120154438,0.0,8.0,2.9237288135593222,2.455808099587647,0.0,14.0,0.0,0.0,0.0,0.0,0.7740112994350282,1.2159479729658584,0.0,5.0,0.0,0.0,0.0,0.0,1.734463276836158,1.5617956071386603,0.0,8.0,0.4915254237288136,1.0216835745705568,0.0,8.0,0.0,0.0,0.0,0.0,0.06779661016949153,0.4527939120475707,0.0,4.0,1.9406779661016949,2.231473450440996,0.0,12.0,0.0,0.0,0.0,0.0,1.2627118644067796,1.5153303444199975,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD-OTP,29.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
MAD-PMI,148.72702702702702,30.65648115630616,740,0.0,0.0,0.0,0.0,0.6081081081081081,1.0814910717288249,0.0,12.0,1.827027027027027,2.062573067376571,0.0,20.0,0.0,0.0,0.0,0.0,0.24594594594594596,0.8683565410155807,0.0,8.0,0.0,0.0,0.0,0.0,0.7756756756756756,1.3256918750016597,0.0,10.0,0.21351351351351353,0.6705327440517387,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4743243243243243,2.7277236917959735,0.0,23.0,0.0,0.0,0.0,0.0,0.5405405405405406,1.1264946671692397,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD-PTY,293.05825242718447,33.829684506048714,103,0.42718446601941745,0.9351726457737034,0.0,6.0,7.592233009708738,3.876618936205458,0.0,21.0,11.980582524271844,4.5910838195061086,0.0,25.0,0.39805825242718446,0.5996699390406965,0.0,2.0,4.155339805825243,2.256829641434813,0.0,11.0,0.3592233009708738,0.9059105367685115,0.0,6.0,3.912621359223301,2.570979809091273,0.0,12.0,1.9223300970873787,1.4327357650036443,0.0,5.0,0.46601941747572817,0.7646033699538315,0.0,3.0,6.805825242718447,4.0318784908822485,0.0,22.0,10.74757281553398,4.624568759125678,0.0,23.0,0.5728155339805825,0.8922536101660609,0.0,4.0,4.883495145631068,3.007510112361485,0.0,18.0,0.7184466019417476,0.8679192576541711,0.0,4.0,0.038834951456310676,0.1941462000702391,0.0,1.0
MAD-PUJ,302.41509433962267,30.776135836231287,53,0.16981132075471697,0.46969093998090394,0.0,2.0,11.018867924528301,5.369037179254825,2.0,26.0,13.377358490566039,6.1495040922461,3.0,34.0,0.4716981132075472,0.5407890810553402,0.0,2.0,2.2641509433962264,1.346661732927681,0.0,7.0,0.6415094339622641,1.1282106258387405,0.0,5.0,2.5849056603773586,1.8127111257848745,0.0,7.0,1.0,1.860521018838127,0.0,13.0,0.6226415094339622,1.023313154083712,0.0,5.0,10.377358490566039,3.6649399989544365,3.0,21.0,8.075471698113208,3.561811642558912,1.0,17.0,0.6415094339622641,0.9218363700671175,0.0,4.0,3.0943396226415096,2.2469137033118614,0.0,9.0,1.0943396226415094,0.9660417044548381,0.0,4.0,0.18867924528301888,0.44100426361033784,0.0,2.0
MAD-RAK,151.0,25.74878637916747,7,0.0,0.0,0.0,0.0,2.857142857142857,1.7728105208558367,1.0,6.0,3.0,1.9148542155126762,1.0,6.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.4879500364742666,0.0,1.0,0.0,0.0,0.0,0.0,1.1428571428571428,1.0690449676496976,0.0,3.0,1.0,0.816496580927726,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.632993161855452,0.0,5.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5345224838248488,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD-ROZ,3.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
MAD-RVN,171.0,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
